[2026-01-27 23:15:35] INFO: CheckM v1.2.4
[2026-01-27 23:15:35] INFO: checkm qa quality/checkM/output/V_vulnificus/Bacteria.ms quality/checkM/output/V_vulnificus -o 2
[2026-01-27 23:15:35] INFO: CheckM data: /home/kevin/miniconda3/envs/vibrio_env/checkm_data
[2026-01-27 23:15:35] INFO: [CheckM - qa] Tabulating genome statistics.
[2026-01-27 23:15:35] INFO: Calculating AAI between multi-copy marker genes.
[2026-01-27 23:15:35] INFO: Reading HMM info from file.
[2026-01-27 23:15:35] INFO: Parsing HMM hits to marker genes:
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                    Marker lineage   # genomes   # markers   # marker sets   Completeness   Contamination   Strain heterogeneity   Genome size (bp)   # ambiguous bases   # scaffolds   # contigs   N50 (scaffolds)   N50 (contigs)   Mean scaffold length (bp)   Mean contig length (bp)   Longest scaffold (bp)   Longest contig (bp)     GC    GC std (scaffolds > 1kbp)   Coding density   Translation table   # predicted genes   0    1    2   3   4   5+  
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  GCF_046581405.1_NHRI_VV7356_1.0_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               5323145                0                5            5           5193938          5193938               1064629                    1064629                  5193938                5193938         46.37              5.05                 87.08                11                 4808         0   104   0   0   0   0   
  GCF_046532655.1_ASM4653265v1_genomic         Bacteria         5449        104            58           100.00           0.00               0.00               5046534                0                2            2           3257674          3257674               2523267                    2523267                  3257674                3257674         46.79              0.27                 86.44                11                 4408         0   104   0   0   0   0   
  GCF_045348105.1_ASM4534810v1_genomic         Bacteria         5449        104            58           100.00           0.00               0.00               5113765                0                2            2           3302724          3302724               2556882                    2556882                  3302724                3302724         46.69              0.19                 86.27                11                 4465         0   104   0   0   0   0   
  GCF_031883075.1_ASM3188307v1_genomic         Bacteria         5449        104            58           100.00           0.00               0.00               5239895                0                5            5           3216867          3216867               1047979                    1047979                  3216867                3216867         46.80              2.34                 87.08                11                 4630         0   104   0   0   0   0   
  GCF_030220165.1_ASM3022016v1_genomic         Bacteria         5449        104            58           100.00           0.00               0.00               5080799                0                2            2           3264146          3264146               2540399                    2540399                  3264146                3264146         46.81              0.31                 86.41                11                 4400         0   104   0   0   0   0   
  GCF_029990625.1_ASM2999062v1_genomic         Bacteria         5449        104            58           100.00           0.00               0.00               5018425                0                2            2           3273700          3273700               2509212                    2509212                  3273700                3273700         46.89              0.31                 86.73                11                 4353         0   104   0   0   0   0   
  GCF_025994915.1_ASM2599491v1_genomic         Bacteria         5449        104            58           100.00           0.00               0.00               5385758                0                3            3           3292876          3292876               1795252                    1795252                  3292876                3292876         46.70              2.49                 86.98                11                 4754         0   104   0   0   0   0   
  GCF_014211935.1_ASM1421193v1_genomic         Bacteria         5449        104            58           100.00           0.00               0.00               5032819                0                2            2           3260230          3260230               2516409                    2516409                  3260230                3260230         46.77              0.24                 86.41                11                 4433         0   104   0   0   0   0   
  GCF_014107515.1_ASM1410751v1_genomic         Bacteria         5449        104            58           100.00           0.00               0.00               5356494                0                3            3           3400045          3400045               1785498                    1785498                  3400045                3400045         46.58              1.76                 86.22                11                 4772         0   104   0   0   0   0   
  GCF_009764115.1_ASM976411v1_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               5226423                0                2            2           3472667          3472667               2613211                    2613211                  3472667                3472667         46.46              0.31                 86.02                11                 4604         0   104   0   0   0   0   
  GCF_009764095.1_ASM976409v1_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               4996741                0                2            2           3225605          3225605               2498370                    2498370                  3225605                3225605         46.81              0.28                 87.17                11                 4366         0   104   0   0   0   0   
  GCF_009665475.1_ASM966547v1_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               5079985                0                2            2           3294783          3294783               2539992                    2539992                  3294783                3294783         46.80              0.36                 86.41                11                 4445         0   104   0   0   0   0   
  GCF_008693685.1_ASM869368v1_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               4974815                0                2            2           3249353          3249353               2487407                    2487407                  3249353                3249353         46.72              0.35                 86.38                11                 4319         0   104   0   0   0   0   
  GCF_004319645.1_ASM431964v1_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               5018260                0                2            2           3217678          3217678               2509130                    2509130                  3217678                3217678         46.88              0.25                 86.42                11                 4422         0   104   0   0   0   0   
  GCF_002863725.1_ASM286372v1_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               5120766                0                3            3           3311092          3311092               1706922                    1706922                  3311092                3311092         46.66              3.05                 86.08                11                 4531         0   104   0   0   0   0   
  GCF_002850455.1_ASM285045v1_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               5074562                0                2            2           3303590          3303590               2537281                    2537281                  3303590                3303590         46.81              0.36                 86.25                11                 4452         0   104   0   0   0   0   
  GCF_002215135.1_ASM221513v1_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               5163135                0                3            3           3394464          3394464               1721045                    1721045                  3394464                3394464         46.55              1.64                 86.18                11                 4597         0   104   0   0   0   0   
  GCF_002204915.1_ASM220491v1_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               5117890                0                3            3           3224939          3224939               1705963                    1705963                  3224939                3224939         46.84              3.28                 86.19                11                 4474         0   104   0   0   0   0   
  GCF_001675245.1_ASM167524v1_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               5229231                0                3            3           3253417          3253417               1743077                    1743077                  3253417                3253417         46.60              1.65                 86.20                11                 4622         0   104   0   0   0   0   
  GCF_001653775.1_ASM165377v1_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               5072369                0                2            2           3234424          3234424               2536184                    2536184                  3234424                3234424         46.75              0.21                 86.40                11                 4434         0   104   0   0   0   0   
  GCF_001558515.2_ASM155851v2_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               4978797                0                2            2           3236438          3236438               2489398                    2489398                  3236438                3236438         46.86              0.33                 86.16                11                 4339         0   104   0   0   0   0   
  GCF_001433435.1_ASM143343v1_genomic          Bacteria         5449        104            58           100.00           0.00               0.00               5060705                0                2            2           3222762          3222762               2530352                    2530352                  3222762                3222762         46.73              0.22                 86.48                11                 4441         0   104   0   0   0   0   
  GCF_000746665.1_ASM74666v1_genomic           Bacteria         5449        104            58           100.00           0.00               0.00               5127345                0                3            3           3315989          3315989               1709115                    1709115                  3315989                3315989         46.68              3.67                 87.16                11                 4565         0   104   0   0   0   0   
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[2026-01-27 23:15:37] INFO: { Current stage: 0:00:02.314 || Total: 0:00:02.314 }
