[2026-01-27 22:08:45] INFO: CheckM v1.2.4
[2026-01-27 22:08:45] INFO: checkm qa quality/checkM/output/V_cholerae/Bacteria.ms quality/checkM/output/V_cholerae -o 2
[2026-01-27 22:08:45] INFO: CheckM data: /home/kevin/miniconda3/envs/vibrio_env/checkm_data
[2026-01-27 22:08:45] INFO: [CheckM - qa] Tabulating genome statistics.
[2026-01-27 22:08:45] INFO: Calculating AAI between multi-copy marker genes.
[2026-01-27 22:08:45] INFO: Reading HMM info from file.
[2026-01-27 22:08:45] INFO: Parsing HMM hits to marker genes:
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                Marker lineage   # genomes   # markers   # marker sets   Completeness   Contamination   Strain heterogeneity   Genome size (bp)   # ambiguous bases   # scaffolds   # contigs   N50 (scaffolds)   N50 (contigs)   Mean scaffold length (bp)   Mean contig length (bp)   Longest scaffold (bp)   Longest contig (bp)     GC    GC std (scaffolds > 1kbp)   Coding density   Translation table   # predicted genes   0    1    2   3   4   5+  
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  GCF_008369605.1_ASM836960v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4138412                0                3            3           2948589          2948589               1379470                    1379470                  2948589                2948589         47.42              3.59                 86.41                11                 3640         0   104   0   0   0   0   
  GCF_003063785.1_ASM306378v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4047835                0                2            2           2975504          2975504               2023917                    2023917                  2975504                2975504         47.50              0.44                 86.16                11                 3560         0   104   0   0   0   0   
  GCF_002997215.1_ASM299721v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4085460                0                2            2           3015093          3015093               2042730                    2042730                  3015093                3015093         47.46              0.40                 86.39                11                 3613         0   104   0   0   0   0   
  GCF_002892855.1_ASM289285v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4085463                0                2            2           3015092          3015092               2042731                    2042731                  3015092                3015092         47.46              0.40                 86.39                11                 3612         0   104   0   0   0   0   
  GCF_002749635.1_ASM274963v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4063073                0                2            2           2992571          2992571               2031536                    2031536                  2992571                2992571         47.50              0.44                 86.51                11                 3587         0   104   0   0   0   0   
  GCF_002313025.1_ASM231302v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4095733                0                2            2           3028272          3028272               2047866                    2047866                  3028272                3028272         47.74              0.67                 86.51                11                 3635         0   104   0   0   0   0   
  GCF_002313005.1_ASM231300v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4264715                0                3            3           3026998          3026998               1421571                    1421571                  3026998                3026998         47.66              2.27                 86.65                11                 3903         0   104   0   0   0   0   
  GCF_002073335.2_ASM207333v2_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4042269                0                2            2           2969957          2969957               2021134                    2021134                  2969957                2969957         47.49              0.43                 86.32                11                 3560         0   104   0   0   0   0   
  GCF_001887655.1_ASM188765v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4066727                0                2            2           2961701          2961701               2033363                    2033363                  2961701                2961701         47.60              0.62                 86.06                11                 3611         0   104   0   0   0   0   
  GCF_001887635.1_ASM188763v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4014863                0                2            2           2939488          2939488               2007431                    2007431                  2939488                2939488         47.58              0.51                 86.24                11                 3512         0   104   0   0   0   0   
  GCF_001887615.1_ASM188761v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4076583                0                2            2           3008486          3008486               2038291                    2038291                  3008486                3008486         47.47              0.42                 86.49                11                 3625         0   104   0   0   0   0   
  GCF_001887515.1_ASM188751v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4170245                0                2            2           2981414          2981414               2085122                    2085122                  2981414                2981414         47.48              0.53                 86.64                11                 3703         0   104   0   0   0   0   
  GCF_001887495.1_ASM188749v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4110872                0                2            2           2996535          2996535               2055436                    2055436                  2996535                2996535         47.48              0.50                 86.07                11                 3667         0   104   0   0   0   0   
  GCF_001887475.1_ASM188747v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4062508                0                2            2           2969901          2969901               2031254                    2031254                  2969901                2969901         47.56              0.57                 86.14                11                 3584         0   104   0   0   0   0   
  GCF_001887455.1_ASM188745v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4099119                0                2            2           2999012          2999012               2049559                    2049559                  2999012                2999012         47.47              0.50                 86.16                11                 3626         0   104   0   0   0   0   
  GCF_001887435.1_ASM188743v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4057520                0                2            2           2993255          2993255               2028760                    2028760                  2993255                2993255         47.51              0.42                 86.53                11                 3582         0   104   0   0   0   0   
  GCF_001887415.1_ASM188741v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4110440                0                2            2           2951445          2951445               2055220                    2055220                  2951445                2951445         47.53              0.52                 85.96                11                 3619         0   104   0   0   0   0   
  GCF_001887395.1_ASM188739v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4102038                0                2            2           2996195          2996195               2051019                    2051019                  2996195                2996195         47.47              0.52                 86.16                11                 3627         0   104   0   0   0   0   
  GCF_001854425.1_ASM185442v1_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4050927                0                2            2           2925021          2925021               2025463                    2025463                  2925021                2925021         47.61              0.40                 86.81                11                 3600         0   104   0   0   0   0   
  GCF_001250235.2_5174_7_8_v2_genomic      Bacteria         5449        104            58           100.00           0.00               0.00               4033501                12               2            2           2961182          2961171               2016750                    2016744                  2961182                2961171         47.49              0.43                 86.44                11                 3552         0   104   0   0   0   0   
  GCF_000969265.1_ASM96926v1_genomic       Bacteria         5449        104            58           100.00           0.00               0.00               4077462                0                1            1           4077462          4077462               4077462                    4077462                  4077462                4077462         47.69              0.00                 87.07                11                 3649         0   104   0   0   0   0   
  GCF_000969235.1_ASM96923v1_genomic       Bacteria         5449        104            58           100.00           0.00               0.00               3928357                0                1            1           3928357          3928357               3928357                    3928357                  3928357                3928357         47.77              0.00                 86.64                11                 3436         0   104   0   0   0   0   
